latitude,longitude,elevation,time
45.546960000000006,8.01431,381.94000000000005,
45.54674000000001,8.01425,381.42,
45.54646,8.01421,380.95,
45.545782500377946,8.014037493760183,379.38000000000005,
45.54510500049626,8.013864991678423,377.69,
45.54442750035494,8.013692493754524,375.83000000000004,
45.54375,8.013520000000002,374.44000000000005,
45.54309666682397,8.013376663330488,373.54,
45.54244333346866,8.013233329992389,372.50000000000006,
45.541790000000006,8.01309,370.83000000000004,
45.541145000026376,8.0129149979633,369.16,
45.5405,8.01274,368.06000000000006,
45.53971857235028,8.012551412845106,367.44000000000005,
45.538937144390246,8.012362830932062,366.26000000000005,
45.538155716119924,8.012174254260586,365.11,
45.53737428753934,8.011985682830387,363.12000000000006,
45.53659285864852,8.011797116641182,360.36,
45.53581142944745,8.01160855569268,357.47,
45.535030000000006,8.011420000000001,356.82,
45.53418500008941,8.011204996740933,354.67,
45.53334,8.010990000000001,352.45000000000005,
45.53269,8.010860000000001,350.46999999999997,
45.531800000034316,8.010804999130956,348.99,
45.530910000000006,8.01075,347.21000000000004,
45.530092857221874,8.010694280857676,345.46000000000004,
45.529275714416656,8.010638563334325,343.5,
45.528458571584345,8.010582847429857,341.87,
45.52764142872496,8.010527133144176,340.53000000000003,
45.526824285838494,8.01047142047719,337.85,
45.52600714292494,8.010415709428806,335.91,
45.52519,8.01036,334.72,
45.52464000004585,8.010319999611756,333.06,
45.52409,8.01028,332.33,
45.52378,8.010240000000001,331.92,
45.52337000000001,8.01013,330.85,
45.52275000030431,8.009879997257686,329.58000000000004,
45.522130000000004,8.009630000000001,328.70000000000005,
45.52199,8.00961,328.45,
45.521980000000006,8.00953,328.37000000000006,
45.521930000000005,8.009490000000001,328.37000000000006,
45.52188,8.009500000000001,328.26000000000005,
45.521840000000005,8.00956,328.26000000000005,
45.521750000000004,8.00948,328.1,
45.52131000000001,8.00929,327.49,
45.52122000000001,8.009210000000001,327.25000000000006,
45.52113000000001,8.00909,327.25000000000006,
45.52079000252057,8.008334995512552,326.40000000000003,
45.520450000000004,8.00758,324.81000000000006,
45.5204,8.00751,324.61,
45.52029,8.00744,324.61,
45.52022,8.007420000000002,324.42,
45.519580000043376,8.007480001363822,324.05,
45.51894000005534,8.00754000136268,324.03000000000003,
45.5183,8.0076,324.90000000000003,
45.51812,8.006540000000001,326.49,
45.51807,8.00637,326.88,
45.51758,8.0061,328.12,
45.517210000000006,8.006020000000001,329.86,
45.51702,8.00596,330.5,
45.51653,8.00539,333.68,
45.51644,8.005370000000001,334.02000000000004,
45.5163,8.00538,334.5,
45.51619,8.00542,334.56,
45.516180000000006,8.00542,334.56,
45.51619,8.0053,335.38,
45.516220000000004,8.00521,335.81000000000006,
45.51644,8.00488,340.99,
45.516490000000005,8.004750000000001,340.99,
45.51652000000001,8.00426,346.29,
45.51657,8.00408,346.29,
45.51681000000001,8.003580000000001,355.49,
45.51688,8.00332,355.49,
45.51690000000001,8.00309,359.62000000000006,
45.516890000000004,8.00275,364.99,
45.51679,8.002,372.82000000000005,
45.51659,8.00144,377.76000000000005,
45.516510000000004,8.000950000000001,384.12,
45.51652000000001,8.000390000000001,390.44,
45.516560000000005,8.000070000000001,393.59000000000003,
45.516650000000006,7.999770000000001,397.57000000000005,
45.516780000000004,7.999510000000001,399.36,
45.516980000000004,7.99922,403.90000000000003,
45.517100000000006,7.999010000000001,404.94,
45.51736000217764,7.9983200029212025,411.33000000000004,
45.51762,7.997630000000001,415.11,
45.51769,7.99715,417.65000000000003,
45.517720000000004,7.996650000000001,419.50000000000006,
45.517810000000004,7.995750000000001,421.44000000000005,
45.51793000162603,7.995125001739758,421.54,
45.51805,7.9945,421.00000000000006,
45.51822000000001,7.9941,419.53000000000003,
45.51834,7.993720000000001,418.05,
45.518420000000006,7.993340000000001,418.06000000000006,
45.51852,7.99246,419.58,
45.51861,7.99197,421.89000000000004,
45.51868,7.991080000000001,427.28000000000003,
45.51881,7.990550000000001,431.13,
45.519090000000006,7.989990000000001,436.99,
45.51923,7.98981,439.6700000000001,
45.519490000000005,7.989330000000001,444.69,
45.51963000000001,7.988860000000001,452.1,
45.51963000000001,7.98866,453.71000000000004,
45.519560000000006,7.98845,454.63000000000005,
45.519380000000005,7.9880700000000004,459.37000000000006,
45.51924,7.9878800000000005,460.89,
45.51914000000001,7.9876700000000005,462.75000000000006,
45.51912,7.9875300000000005,463.53000000000003,
45.519220000000004,7.9863100000000005,469.04,
45.519200000000005,7.985720000000001,472.89000000000004,
45.51917,7.98556,472.89000000000004,
45.5191,7.985450000000001,476.9200000000001,
45.51888,7.985220000000001,479.11,
45.51883,7.9850900000000005,480.1,
45.51877,7.984140000000001,482.30000000000007,
45.51858000000001,7.983320000000001,477.05,
45.51858000000001,7.983130000000001,476.29,
45.51865,7.982870000000001,474.57000000000005,
45.51879,7.982540000000001,473.02000000000004,
45.51906,7.982050000000001,471.4200000000001,
45.51944500140512,7.981480003918416,469.40000000000003,
45.519830000000006,7.980910000000001,469.80000000000007,
45.52,7.9805600000000005,471.80000000000007,
45.52015,7.98038,473.38,
45.52033,7.98026,476.41,
45.52049,7.980200000000001,477.40000000000003,
45.52096,7.980160000000001,480.79,
45.521100000000004,7.980110000000001,481.45000000000005,
45.52123,7.979990000000001,483.18000000000006,
45.521370000000005,7.979800000000001,484.78000000000003,
45.52147,7.97958,485.68000000000006,
45.521530000000006,7.9793400000000005,487.14,
45.521640000000005,7.978740000000001,489.28000000000003,
45.521660000000004,7.978490000000001,490.18000000000006,
45.52165,7.978250000000001,491.74000000000007,
45.5215,7.9775100000000005,495.95000000000005,
45.52145,7.9771600000000005,498.55,
45.521480000000004,7.976560000000001,500.65999999999997,
45.52163,7.975720000000001,502.31,
45.52161,7.974610000000001,503.6400000000001,
45.521690004366576,7.973610001372264,504.53000000000003,
45.521770000000004,7.97261,505.97,
45.52187500364603,7.9716950017639165,506.72,
45.521980000000006,7.97078,507.6700000000001,
45.52206,7.970370000000001,508.5200000000001,
45.522180000000006,7.9700500000000005,509.09999999999997,
45.52232,7.9698,510.06000000000006,
45.52246,7.96963,510.93,
45.52295,7.9691600000000005,513.75,
45.52304,7.969060000000001,513.84,
45.523340000000005,7.968510000000001,515.5000000000001,
45.52342,7.968230000000001,517.03,
45.523430000000005,7.967740000000001,517.03,
45.52338,7.96717,518.7700000000001,
45.52338,7.966850000000001,519.4000000000001,
45.52346000000001,7.96583,522.72,
45.52344,7.9656,523.4100000000001,
45.52333,7.965280000000001,524.3100000000001,
45.522840001531094,7.964664994494285,525.49,
45.52235,7.96405,527.24,
45.522090000000006,7.963560000000001,529.07,
45.521890000000006,7.963080000000001,529.6700000000001,
45.52169000000001,7.9625200000000005,530.3100000000001,
45.52152,7.961900000000001,531.21,
45.52143,7.961320000000001,531.9599999999999,
45.521370000000005,7.96081,533.71,
45.52136,7.9602200000000005,535.85,
45.5215,7.959250000000001,540.75,
45.521620000000006,7.958200000000001,546.37,
45.52161,7.9579200000000005,547.7200000000001,
45.521530000000006,7.9572,548.95,
45.52158000000001,7.956810000000001,549.37,
45.52163,7.956640000000001,549.37,
45.522130000000004,7.955730000000001,550.74,
45.5225,7.954880000000001,552.1700000000001,
45.522740000000006,7.95424,552.74,
45.52284,7.953850000000001,552.9900000000001,
45.522940000000006,7.95333,554.69,
45.52301000436159,7.952330001258514,555.6500000000001,
45.52308,7.9513300000000005,556.1600000000001,
45.52317,7.950880000000001,556.74,
45.523520000000005,7.950310000000001,559.5100000000001,
45.523810000000005,7.9499,564.97,
45.52404000000001,7.949520000000001,566.13,
45.524100000000004,7.94915,570.5400000000001,
45.524100000000004,7.9489600000000005,570.5400000000001,
45.52402000471158,7.947919998429885,575.62,
45.52394,7.946880000000001,578.59,
45.52389,7.946540000000001,578.9000000000001,
45.523696674702926,7.945579993377591,578.57,
45.52350334136467,7.94461999335326,578.16,
45.52331,7.94366,578.09,
45.52316500428164,7.942674997793698,578.19,
45.52302,7.94169,578.57,
45.52299000000001,7.94129,578.79,
45.52305000508754,7.94021000116986,580.44,
45.52311,7.9391300000000005,584.07,
45.52310000000001,7.9381200000000005,590.11,
45.52304334066898,7.937203331551974,594.5400000000001,
45.52298667400632,7.936286664950442,600.7800000000001,
45.52293,7.935370000000001,603.99,
45.52286,7.9347,607.2700000000001,
45.52268,7.9335,611.4900000000001,
45.522670000000005,7.93327,613.65,
45.522760013634034,7.932020003986578,617.6700000000001,
45.52285001363498,7.930770003973547,623.97,
45.522940000000006,7.929520000000001,631.21,
45.52302,7.928990000000001,633.12,
45.52318,7.928300000000001,635.05,
45.52331,7.927760000000001,635.94,
45.52351,7.9271,636.97,
45.52367,7.92651,638.71,
45.523830000000004,7.92536,641.73,
45.52393001120993,7.924226670662947,644.69,
45.52403001121285,7.923093337296574,650.0600000000001,
45.52413000000001,7.92196,653.5300000000001,
45.524170000000005,7.9214400000000005,654.07,
45.524170000000005,7.921190000000001,654.78,
45.52414,7.921010000000001,654.78,
45.523880000000005,7.92001,657.2900000000001,
45.52385,7.9198,658.57,
45.52385,7.9195,660.8900000000001,
45.52394500622324,7.918305002101732,668.13,
45.52404000000001,7.917110000000001,676.1600000000001,
45.52417500206271,7.9164300014028655,681.4100000000001,
45.52431000000001,7.915750000000001,685.9200000000001,
45.52454,7.9149,691.22,
45.52474,7.914040000000001,694.1400000000001,
45.52497,7.912960000000001,693.2,
45.525360000000006,7.911900000000001,688.4100000000001,
45.52554000000001,7.911630000000001,687.46,
45.52593,7.9112100000000005,685.13,
45.526120000000006,7.9109300000000005,684.4300000000001,
45.52617,7.91079,684.4300000000001,
45.52624,7.910780000000001,683.8100000000001,
45.52629,7.910710000000001,683.8100000000001,
45.526300000000006,7.910660000000001,684.19,
45.52626,7.9105300000000005,684.19,
45.526430000000005,7.910220000000001,683.24,
45.52655,7.910050000000001,683.06,
45.526680000000006,7.909910000000001,683.0500000000001,
45.526790000000005,7.9098500000000005,683.13,
45.52740000000001,7.909600000000001,685.74,
45.52812,7.9092400000000005,689.86,
45.5283,7.90913,691.57,
45.52854000000001,7.9089100000000006,694.9900000000001,
45.52863000000001,7.9087700000000005,695.67,
45.528780000000005,7.908460000000001,697.59,
45.52888,7.908130000000001,698.5600000000001,
45.52893,7.907900000000001,698.89,
45.52902,7.907660000000001,701.35,
45.528290000000005,7.907840000000001,702.2,
45.527860000000004,7.907900000000001,703.77,
45.52747,7.908450000000001,706.25,
45.52740000000001,7.908500000000001,706.47,
45.52729,7.908530000000001,706.47,
45.527190000000004,7.908500000000001,708.45,
45.52714,7.908370000000001,708.45,
45.527100000000004,7.9080900000000005,709.6800000000001,
45.52689,7.907640000000001,711.4200000000001,
45.526900000000005,7.907500000000001,711.99,
45.52696,7.907350000000001,711.99,
45.52709,7.906910000000001,713.6300000000001,
45.527240000000006,7.90617,716.5100000000001,
45.52732,7.905970000000001,716.6800000000001,
45.52740000000001,7.905690000000001,717.4,
45.52751000000001,7.90542,717.62,
45.52763,7.90486,719.7,
45.52767,7.90439,721.16,
45.527640000000005,7.90392,722.69,
45.52760000000001,7.9036100000000005,724.1,
45.527590000000004,7.903250000000001,725.25,
45.527750000000005,7.90265,729.1800000000001,
45.528000000000006,7.902050000000001,735.7800000000001,
45.52840667346518,7.901166679460028,739.13,
45.52881334012242,7.9002833461473765,742.3700000000001,
45.52922,7.899400000000001,749.3700000000001,
45.52928000000001,7.8993400000000005,749.5400000000001,
45.52935,7.899310000000001,749.85,
45.5296,7.899360000000001,750.3700000000001,
45.529920000000004,7.89951,751.4900000000001,
45.530080000000005,7.89965,751.9800000000001,
45.530280000000005,7.899890000000001,753.6600000000001,
45.53043,7.9000200000000005,754.2500000000001,
45.530480000000004,7.900030000000001,754.2500000000001,
45.530550000000005,7.900010000000001,754.19,
45.530620000000006,7.89998,754.19,
45.530800000000006,7.89965,755.1500000000001,
45.530860000000004,7.89958,755.1500000000001,
45.530910000000006,7.8995500000000005,755.57,
45.53108,7.899520000000001,756.4000000000001,
45.531130000000005,7.8994800000000005,756.4000000000001,
45.53119,7.89937,756.68,
45.531220000000005,7.8992700000000005,756.9200000000001,
45.531220000000005,7.89918,756.9200000000001,
45.531200000000005,7.89911,756.9200000000001,
45.531150000000004,7.89899,757.45,
45.53103,7.8988000000000005,757.7900000000001,
45.53098000000001,7.89869,758.21,
45.53097,7.898510000000001,758.69,
45.53105,7.897410000000001,761.8900000000001,
45.53112,7.89714,763.4300000000001,
45.531270000000006,7.896820000000001,764.47,
45.531310000000005,7.896630000000001,764.84,
45.5313,7.8965000000000005,765.4900000000001,
45.53121,7.896140000000001,766.39,
45.531090000000006,7.89573,768.7,
45.531040000000004,7.895340000000001,770.5300000000001,
45.531110000000005,7.8948100000000005,772.69,
45.53108,7.893870000000001,778.66,
45.53096,7.8935200000000005,781.94,
45.530660000000005,7.892780000000001,785.32,
45.53056,7.892440000000001,786.5200000000001,
45.53041,7.891630000000001,792.83,
45.530460000000005,7.891360000000001,793.4700000000001,
45.53061,7.891000000000001,795.3000000000001,
45.53061,7.890880000000001,795.7,
45.53058,7.890750000000001,795.88,
45.530530000000006,7.8906600000000005,796.33,
45.53045,7.89057,796.33,
45.530010000000004,7.890180000000001,797.49,
45.52994,7.8900500000000005,798.2300000000001,
45.52996,7.889870000000001,799.1600000000001,
45.530190000000005,7.8895100000000005,801.3100000000001,
45.53022000000001,7.889400000000001,802.7900000000001,
45.53022000000001,7.889310000000001,803.1400000000001,
45.530190000000005,7.8892500000000005,803.46,
45.53014,7.88921,803.7500000000001,
45.53002,7.889190000000001,804.8100000000001,
45.529700000000005,7.889380000000001,807.4100000000001,
45.52929,7.88977,810.61,
45.52911,7.88984,811.88,
45.529,7.88984,813.18,
45.528960000000005,7.8897,813.8000000000001,
45.528940000000006,7.889360000000001,813.8000000000001,
45.52890000000001,7.8892500000000005,817.07,
45.5287,7.889170000000001,817.07,
45.52852,7.8891800000000005,818.62,
45.52837,7.889120000000001,819.6500000000001,
45.52828,7.889050000000001,821.49,
45.528180000000006,7.888840000000001,822.1600000000001,
45.528110000000005,7.888750000000001,822.45,
45.528020000000005,7.8887100000000006,822.96,
45.527930000000005,7.888720000000001,823.67,
45.52776,7.88881,824.62,
45.52758,7.888960000000001,826.2,
45.52738,7.889190000000001,829.08,
45.52711,7.889590000000001,831.3000000000001,
45.52689,7.8900500000000005,834.32,
45.52676,7.890210000000001,835.7800000000001,
45.52649,7.890370000000001,840.0300000000001,
45.526250000000005,7.890490000000001,841.44,
45.52613,7.890610000000001,843.1800000000001,
45.526030000000006,7.890650000000001,843.98,
45.52597,7.89064,843.98,
45.525940000000006,7.89057,845.83,
45.52591,7.8903300000000005,846.86,
45.52588,7.890230000000001,846.86,
45.52581000000001,7.890210000000001,847.8500000000001,
45.52561,7.890350000000001,849.04,
45.525310000000005,7.89071,850.47,
45.525220000000004,7.890680000000001,849.9200000000001,
45.52512,7.890550000000001,849.9200000000001,
45.52505,7.8904000000000005,849.77,
45.52499,7.89022,849.58,
45.52501,7.8901,849.23,
45.5252600026425,7.889325003375277,846.8500000000001,
45.525510000000004,7.88855,842.1400000000001,
45.5257,7.88813,841.62,
45.525980001267406,7.88758500276799,838.1500000000001,
45.52626,7.887040000000001,836.55,
45.52667,7.886100000000001,832.7800000000001,
45.52694,7.8852400000000005,830.82,
45.52722000000001,7.88468,828.6000000000001,
45.52762500212361,7.883975005153812,826.98,
