latitude,longitude,elevation,time
41.900940000000006,12.452660000000002,40.99,
41.90093,12.45298,40.67,
41.90084,12.452950000000001,40.690000000000005,
41.90023,12.45283,39.66,
41.900190003763115,12.453760000318887,35.45,
41.900150000000004,12.454690000000001,33.580000000000005,
41.900220000000004,12.454910000000002,33.050000000000004,
41.90026,12.45517,32.71,
41.90028,12.455940000000002,31.42,
41.900240000000004,12.45659,31.200000000000003,
41.90005000851091,12.457580005849861,30.980000000000004,
41.89986000851883,12.458570005808555,29.220000000000002,
41.89967,12.459560000000002,28.580000000000002,
41.89961,12.46,28.71,
41.899550000000005,12.4609,29.01,
41.899550000000005,12.46114,28.810000000000002,
41.899620000000006,12.462290000000001,26.88,
41.89972,12.46278,24.6,
41.89975000234295,12.463514999643785,25.820000000000004,
41.89978000000001,12.464250000000002,24.35,
41.89947,12.46427,23.919999999999998,
41.8992,12.46437,23.73,
41.89845000118904,12.464890006095876,23.590000000000003,
41.8977,12.46541,23.67,
41.896930000000005,12.46597,23.87,
41.896710000000006,12.4662,23.930000000000003,
41.896170002192164,12.466905005913679,23.919999999999998,
41.895630000000004,12.46761,23.790000000000003,
41.89521000116626,12.468140003551204,23.590000000000003,
41.89479,12.468670000000001,23.49,
41.8944500007374,12.469080002172646,23.44,
41.894110000000005,12.46949,23.450000000000003,
41.89378500084552,12.469940002335276,23.590000000000003,
41.893460000000005,12.470390000000002,23.71,
41.89314,12.4708,23.87,
41.89293000000001,12.47103,23.610000000000003,
41.89273,12.47131,23.880000000000003,
41.892300000000006,12.471860000000001,24.220000000000002,
41.89211,12.47217,23.96,
41.89190000000001,12.472650000000002,24.110000000000003,
41.89182,12.47292,24.110000000000003,
41.89177,12.473160000000002,24.14,
41.89173,12.473490000000002,24.44,
41.89171,12.47389,24.44,
41.89176667317823,12.474756665059061,24.5,
41.89182333984034,12.475623331655921,24.05,
41.89188,12.476490000000002,23.64,
41.89186,12.476880000000001,23.49,
41.89177,12.477480000000002,23.44,
41.89164,12.47794,23.44,
41.891490000000005,12.478280000000002,23.330000000000002,
41.89134000000001,12.47854,23.360000000000003,
41.891180000000006,12.47878,23.430000000000003,
41.89105,12.47897,23.55,
41.890660000000004,12.479410000000001,23.700000000000003,
41.89049000000001,12.47957,23.840000000000003,
41.890010000000004,12.479920000000002,24.040000000000003,
41.88918,12.48037,24.44,
41.88864,12.480450000000001,24.1,
41.888560000000005,12.480540000000001,23.89,
41.88846,12.480730000000001,22.44,
41.88839,12.48079,22.44,
41.888220000000004,12.48089,21.800000000000004,
41.88812,12.481000000000002,21.630000000000003,
41.887640000000005,12.481750000000002,24.39,
41.88758000000001,12.48182,24.39,
41.88741,12.481950000000001,24.96,
41.88691500173499,12.482595005088168,27.32,
41.88642,12.48324,32.42,
41.886210000000005,12.483540000000001,33.46,
41.88577,12.484420000000002,36.88,
41.885400000000004,12.485040000000001,36.81,
41.884840000000004,12.48581,34.61,
41.884310000000006,12.486730000000001,30.390000000000004,
41.88394500134705,12.487310003491475,29.240000000000002,
41.88358,12.48789,28.75,
41.88354,12.488040000000002,28.75,
